id,project,title,description,categories,logo,file_name,origin_format,origin_url,swaggerYamlUrl,swaggerYamlUrl,import_id,swaggerUrl
345132,amazonaws.com:codeartifact,CodeArtifact," AWS CodeArtifact is a fully managed artifact repository compatible with language-native package managers and build tools such as npm, Apache Maven, and pip. You can use CodeArtifact to share packages with development teams and pull packages. Packages can be pulled from both public and CodeArtifact repositories. You can also create an upstream relationship between a CodeArtifact repository and another repository, which effectively merges their contents from the point of view of a package manager client.   <b>AWS CodeArtifact Components</b>  Use the information in this guide to help you work with the following CodeArtifact components:    <b>Repository</b>: A CodeArtifact repository contains a set of <a href=""https://docs.aws.amazon.com/codeartifact/latest/ug/welcome.html#welcome-concepts-package-version"">package versions, each of which maps to a set of assets, or files. Repositories are polyglot, so a single repository can contain packages of any supported type. Each repository exposes endpoints for fetching and publishing packages using tools like the <b> <code>npm</code> </b> CLI, the Maven CLI (<b> <code>mvn</code> </b>), and <b> <code>pip</code> </b>.    <b>Domain</b>: Repositories are aggregated into a higher-level entity known as a <i>domain</i>. All package assets and metadata are stored in the domain, but are consumed through repositories. A given package asset, such as a Maven JAR file, is stored once per domain, no matter how many repositories it's present in. All of the assets and metadata in a domain are encrypted with the same customer master key (CMK) stored in AWS Key Management Service (AWS KMS). Each repository is a member of a single domain and can't be moved to a different domain. The domain allows organizational policy to be applied across multiple repositories, such as which accounts can access repositories in the domain, and which public repositories can be used as sources of packages. Although an organization can have multiple domains, we recommend a single production domain that contains all published artifacts so that teams can find and share packages across their organization.    <b>Package</b>: A <i>package</i> is a bundle of software and the metadata required to resolve dependencies and install the software. CodeArtifact supports <a href=""https://docs.aws.amazon.com/codeartifact/latest/ug/using-npm.html"">npm, <a href=""https://docs.aws.amazon.com/codeartifact/latest/ug/using-python.html"">PyPI, and <a href=""https://docs.aws.amazon.com/codeartifact/latest/ug/using-maven"">Maven package formats. In CodeArtifact, a package consists of:   A <i>name</i> (for example, <code>webpack</code> is the name of a popular npm package)   An optional namespace (for example, <code>@types</code> in <code>@types/node</code>)   A set of versions (for example, <code>1.0.0</code>, <code>1.0.1</code>, <code>1.0.2</code>, etc.)    Package-level metadata (for example, npm tags)      <b>Package version</b>: A version of a package, such as <code>@types/node 12.6.9</code>. The version number format and semantics vary for different package formats. For example, npm package versions must conform to the <a href=""https://semver.org/"">Semantic Versioning specification. In CodeArtifact, a package version consists of the version identifier, metadata at the package version level, and a set of assets.    <b>Upstream repository</b>: One repository is <i>upstream</i> of another when the package versions in it can be accessed from the repository endpoint of the downstream repository, effectively merging the contents of the two repositories from the point of view of a client. CodeArtifact allows creating an upstream relationship between two repositories.    <b>Asset</b>: An individual file stored in CodeArtifact associated with a package version, such as an npm <code>.tgz</code> file or Maven POM and JAR files.   CodeArtifact supports these operations:    <code>AssociateExternalConnection</code>: Adds an existing external connection to a repository.     <code>CopyPackageVersions</code>: Copies package versions from one repository to another repository in the same domain.    <code>CreateDomain</code>: Creates a domain    <code>CreateRepository</code>: Creates a CodeArtifact repository in a domain.     <code>DeleteDomain</code>: Deletes a domain. You cannot delete a domain that contains repositories.     <code>DeleteDomainPermissionsPolicy</code>: Deletes the resource policy that is set on a domain.    <code>DeletePackageVersions</code>: Deletes versions of a package. After a package has been deleted, it can be republished, but its assets and metadata cannot be restored because they have been permanently removed from storage.    <code>DeleteRepository</code>: Deletes a repository.     <code>DeleteRepositoryPermissionsPolicy</code>: Deletes the resource policy that is set on a repository.    <code>DescribeDomain</code>: Returns a <code>DomainDescription</code> object that contains information about the requested domain.    <code>DescribePackageVersion</code>: Returns a <a href=""https://docs.aws.amazon.com/codeartifact/latest/APIReference/API_PackageVersionDescription.html"">PackageVersionDescription object that contains details about a package version.     <code>DescribeRepository</code>: Returns a <code>RepositoryDescription</code> object that contains detailed information about the requested repository.     <code>DisposePackageVersions</code>: Disposes versions of a package. A package version with the status <code>Disposed</code> cannot be restored because they have been permanently removed from storage.    <code>DisassociateExternalConnection</code>: Removes an existing external connection from a repository.     <code>GetAuthorizationToken</code>: Generates a temporary authorization token for accessing repositories in the domain. The token expires the authorization period has passed. The default authorization period is 12 hours and can be customized to any length with a maximum of 12 hours.    <code>GetDomainPermissionsPolicy</code>: Returns the policy of a resource that is attached to the specified domain.     <code>GetPackageVersionAsset</code>: Returns the contents of an asset that is in a package version.     <code>GetPackageVersionReadme</code>: Gets the readme file or descriptive text for a package version.    <code>GetRepositoryEndpoint</code>: Returns the endpoint of a repository for a specific package format. A repository has one endpoint for each package format:     <code>npm</code>     <code>pypi</code>     <code>maven</code>       <code>GetRepositoryPermissionsPolicy</code>: Returns the resource policy that is set on a repository.     <code>ListDomains</code>: Returns a list of <code>DomainSummary</code> objects. Each returned <code>DomainSummary</code> object contains information about a domain.    <code>ListPackages</code>: Lists the packages in a repository.    <code>ListPackageVersionAssets</code>: Lists the assets for a given package version.    <code>ListPackageVersionDependencies</code>: Returns a list of the direct dependencies for a package version.     <code>ListPackageVersions</code>: Returns a list of package versions for a specified package in a repository.    <code>ListRepositories</code>: Returns a list of repositories owned by the AWS account that called this method.    <code>ListRepositoriesInDomain</code>: Returns a list of the repositories in a domain.    <code>PutDomainPermissionsPolicy</code>: Attaches a resource policy to a domain.    <code>PutRepositoryPermissionsPolicy</code>: Sets the resource policy on a repository that specifies permissions to access it.     <code>UpdatePackageVersionsStatus</code>: Updates the status of one or more versions of a package.    <code>UpdateRepository</code>: Updates the properties of a repository.  ",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/codeartifact-2018-09-22.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/codeartifact/2018-09-22/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/codeartifact/2018-09-22/openapi.yaml,345278,/amazonaws.com/codeartifact/2018-09-22/openapi.json
345133,amazonaws.com:dlm,Amazon Data Lifecycle Manager," With Amazon Data Lifecycle Manager, you can manage the lifecycle of your Amazon Web Services resources. You create lifecycle policies, which are used to automate operations on the specified resources. Amazon DLM supports Amazon EBS volumes and snapshots. For information about using Amazon DLM with Amazon EBS, see <a href=""https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/snapshot-lifecycle.html"">Automating the Amazon EBS Snapshot Lifecycle in the <i>Amazon EC2 User Guide</i>.",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/dlm-2018-01-12.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/dlm/2018-01-12/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/dlm/2018-01-12/openapi.yaml,345279,/amazonaws.com/dlm/2018-01-12/openapi.json
345134,amazonaws.com:appstream,Amazon AppStream," This is the <i>Amazon AppStream 2.0 API Reference</i>. This documentation provides descriptions and syntax for each of the actions and data types in AppStream 2.0. AppStream 2.0 is a fully managed, secure application streaming service that lets you stream desktop applications to users without rewriting applications. AppStream 2.0 manages the AWS resources that are required to host and run your applications, scales automatically, and provides access to your users on demand.  <note> You can call the AppStream 2.0 API operations by using an interface VPC endpoint (interface endpoint). For more information, see <a href=""https://docs.aws.amazon.com/appstream2/latest/developerguide/access-api-cli-through-interface-vpc-endpoint.html"">Access AppStream 2.0 API Operations and CLI Commands Through an Interface VPC Endpoint in the <i>Amazon AppStream 2.0 Administration Guide</i>. </note> To learn more about AppStream 2.0, see the following resources:    <a href=""http://aws.amazon.com/appstream2"">Amazon AppStream 2.0 product page     <a href=""http://aws.amazon.com/documentation/appstream2"">Amazon AppStream 2.0 documentation   ",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/appstream-2016-12-01.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/appstream/2016-12-01/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/appstream/2016-12-01/openapi.yaml,345280,/amazonaws.com/appstream/2016-12-01/openapi.json
345135,amazonaws.com:cloudformation,AWS CloudFormation," CloudFormation allows you to create and manage Amazon Web Services infrastructure deployments predictably and repeatedly. You can use CloudFormation to leverage Amazon Web Services products, such as Amazon Elastic Compute Cloud, Amazon Elastic Block Store, Amazon Simple Notification Service, Elastic Load Balancing, and Auto Scaling to build highly-reliable, highly scalable, cost-effective applications without creating or configuring the underlying Amazon Web Services infrastructure. With CloudFormation, you declare all of your resources and dependencies in a template file. The template defines a collection of resources as a single unit called a stack. CloudFormation creates and deletes all member resources of the stack together and manages all dependencies between the resources for you. For more information about CloudFormation, see the <a href=""http://aws.amazon.com/cloudformation/"">CloudFormation Product Page. CloudFormation makes use of other Amazon Web Services products. If you need additional technical information about a specific Amazon Web Services product, you can find the product's technical documentation at <a href=""https://docs.aws.amazon.com/""> <code>docs.aws.amazon.com</code> .",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/cloudformation-2010-05-15.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/cloudformation/2010-05-15/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/cloudformation/2010-05-15/openapi.yaml,345281,/amazonaws.com/cloudformation/2010-05-15/openapi.json
345136,amazonaws.com:codestar,AWS CodeStar," This is the API reference for AWS CodeStar. This reference provides descriptions of the operations and data types for the AWS CodeStar API along with usage examples. You can use the AWS CodeStar API to work with: Projects and their resources, by calling the following:    <code>DeleteProject</code>, which deletes a project.    <code>DescribeProject</code>, which lists the attributes of a project.    <code>ListProjects</code>, which lists all projects associated with your AWS account.    <code>ListResources</code>, which lists the resources associated with a project.    <code>ListTagsForProject</code>, which lists the tags associated with a project.    <code>TagProject</code>, which adds tags to a project.    <code>UntagProject</code>, which removes tags from a project.    <code>UpdateProject</code>, which updates the attributes of a project.   Teams and team members, by calling the following:    <code>AssociateTeamMember</code>, which adds an IAM user to the team for a project.    <code>DisassociateTeamMember</code>, which removes an IAM user from the team for a project.    <code>ListTeamMembers</code>, which lists all the IAM users in the team for a project, including their roles and attributes.    <code>UpdateTeamMember</code>, which updates a team member's attributes in a project.   Users, by calling the following:    <code>CreateUserProfile</code>, which creates a user profile that contains data associated with the user across all projects.    <code>DeleteUserProfile</code>, which deletes all user profile information across all projects.    <code>DescribeUserProfile</code>, which describes the profile of a user.    <code>ListUserProfiles</code>, which lists all user profiles.    <code>UpdateUserProfile</code>, which updates the profile for a user.  ",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/codestar-2017-04-19.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/codestar/2017-04-19/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/codestar/2017-04-19/openapi.yaml,345282,/amazonaws.com/codestar/2017-04-19/openapi.json
345137,amazonaws.com:ec2,Amazon Elastic Compute Cloud," Amazon Elastic Compute Cloud (Amazon EC2) provides secure and resizable computing capacity in the AWS Cloud. Using Amazon EC2 eliminates the need to invest in hardware up front, so you can develop and deploy applications faster. Amazon Virtual Private Cloud (Amazon VPC) enables you to provision a logically isolated section of the AWS Cloud where you can launch AWS resources in a virtual network that you've defined. Amazon Elastic Block Store (Amazon EBS) provides block level storage volumes for use with EC2 instances. EBS volumes are highly available and reliable storage volumes that can be attached to any running instance and used like a hard drive. To learn more, see the following resources:   Amazon EC2: <a href=""http://aws.amazon.com/ec2"">AmazonEC2 product page, <a href=""http://aws.amazon.com/documentation/ec2"">Amazon EC2 documentation    Amazon EBS: <a href=""http://aws.amazon.com/ebs"">Amazon EBS product page, <a href=""http://aws.amazon.com/documentation/ebs"">Amazon EBS documentation    Amazon VPC: <a href=""http://aws.amazon.com/vpc"">Amazon VPC product page, <a href=""http://aws.amazon.com/documentation/vpc"">Amazon VPC documentation    AWS VPN: <a href=""http://aws.amazon.com/vpn"">AWS VPN product page, <a href=""http://aws.amazon.com/documentation/vpn"">AWS VPN documentation   ",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/ec2-2016-11-15.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/ec2/2016-11-15/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/ec2/2016-11-15/openapi.yaml,345283,/amazonaws.com/ec2/2016-11-15/openapi.json
345138,amazonaws.com:codedeploy,AWS CodeDeploy," AWS CodeDeploy is a deployment service that automates application deployments to Amazon EC2 instances, on-premises instances running in your own facility, serverless AWS Lambda functions, or applications in an Amazon ECS service. You can deploy a nearly unlimited variety of application content, such as an updated Lambda function, updated applications in an Amazon ECS service, code, web and configuration files, executables, packages, scripts, multimedia files, and so on. AWS CodeDeploy can deploy application content stored in Amazon S3 buckets, GitHub repositories, or Bitbucket repositories. You do not need to make changes to your existing code before you can use AWS CodeDeploy. AWS CodeDeploy makes it easier for you to rapidly release new features, helps you avoid downtime during application deployment, and handles the complexity of updating your applications, without many of the risks associated with error-prone manual deployments.  <b>AWS CodeDeploy Components</b>  Use the information in this guide to help you work with the following AWS CodeDeploy components:    <b>Application</b>: A name that uniquely identifies the application you want to deploy. AWS CodeDeploy uses this name, which functions as a container, to ensure the correct combination of revision, deployment configuration, and deployment group are referenced during a deployment.    <b>Deployment group</b>: A set of individual instances, CodeDeploy Lambda deployment configuration settings, or an Amazon ECS service and network details. A Lambda deployment group specifies how to route traffic to a new version of a Lambda function. An Amazon ECS deployment group specifies the service created in Amazon ECS to deploy, a load balancer, and a listener to reroute production traffic to an updated containerized application. An EC2/On-premises deployment group contains individually tagged instances, Amazon EC2 instances in Amazon EC2 Auto Scaling groups, or both. All deployment groups can specify optional trigger, alarm, and rollback settings.    <b>Deployment configuration</b>: A set of deployment rules and deployment success and failure conditions used by AWS CodeDeploy during a deployment.    <b>Deployment</b>: The process and the components used when updating a Lambda function, a containerized application in an Amazon ECS service, or of installing content on one or more instances.     <b>Application revisions</b>: For an AWS Lambda deployment, this is an AppSpec file that specifies the Lambda function to be updated and one or more functions to validate deployment lifecycle events. For an Amazon ECS deployment, this is an AppSpec file that specifies the Amazon ECS task definition, container, and port where production traffic is rerouted. For an EC2/On-premises deployment, this is an archive file that contains source content—source code, webpages, executable files, and deployment scripts—along with an AppSpec file. Revisions are stored in Amazon S3 buckets or GitHub repositories. For Amazon S3, a revision is uniquely identified by its Amazon S3 object key and its ETag, version, or both. For GitHub, a revision is uniquely identified by its commit ID.   This guide also contains information to help you get details about the instances in your deployments, to make on-premises instances available for AWS CodeDeploy deployments, to get details about a Lambda function deployment, and to get details about Amazon ECS service deployments.  <b>AWS CodeDeploy Information Resources</b>     <a href=""https://docs.aws.amazon.com/codedeploy/latest/userguide"">AWS CodeDeploy User Guide     <a href=""https://docs.aws.amazon.com/codedeploy/latest/APIReference/"">AWS CodeDeploy API Reference Guide     <a href=""https://docs.aws.amazon.com/cli/latest/reference/deploy/index.html"">AWS CLI Reference for AWS CodeDeploy     <a href=""https://forums.aws.amazon.com/forum.jspa?forumID=179"">AWS CodeDeploy Developer Forum   ",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/codedeploy-2014-10-06.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/codedeploy/2014-10-06/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/codedeploy/2014-10-06/openapi.yaml,345284,/amazonaws.com/codedeploy/2014-10-06/openapi.json
345139,amazonaws.com:appintegrations,Amazon AppIntegrations Service,"The Amazon AppIntegrations service enables you to configure and reuse connections to external applications. For information about how you can use external applications with Amazon Connect, see <a href=""https://docs.aws.amazon.com/connect/latest/adminguide/crm.html"">Set up pre-built integrations in the <i>Amazon Connect Administrator Guide</i>.",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/appintegrations-2020-07-29.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/appintegrations/2020-07-29/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/appintegrations/2020-07-29/openapi.yaml,345285,/amazonaws.com/appintegrations/2020-07-29/openapi.json
345140,amazonaws.com:discovery,AWS Application Discovery Service," AWS Application Discovery Service helps you plan application migration projects. It automatically identifies servers, virtual machines (VMs), and network dependencies in your on-premises data centers. For more information, see the <a href=""http://aws.amazon.com/application-discovery/faqs/"">AWS Application Discovery Service FAQ. Application Discovery Service offers three ways of performing discovery and collecting data about your on-premises servers:    <b>Agentless discovery</b> is recommended for environments that use VMware vCenter Server. This mode doesn't require you to install an agent on each host. It does not work in non-VMware environments.   Agentless discovery gathers server information regardless of the operating systems, which minimizes the time required for initial on-premises infrastructure assessment.   Agentless discovery doesn't collect information about network dependencies, only agent-based discovery collects that information.        <b>Agent-based discovery</b> collects a richer set of data than agentless discovery by using the AWS Application Discovery Agent, which you install on one or more hosts in your data center.    The agent captures infrastructure and application information, including an inventory of running processes, system performance information, resource utilization, and network dependencies.   The information collected by agents is secured at rest and in transit to the Application Discovery Service database in the cloud.         <b>AWS Partner Network (APN) solutions</b> integrate with Application Discovery Service, enabling you to import details of your on-premises environment directly into Migration Hub without using the discovery connector or discovery agent.   Third-party application discovery tools can query AWS Application Discovery Service, and they can write to the Application Discovery Service database using the public API.   In this way, you can import data into Migration Hub and view it, so that you can associate applications with servers and track migrations.      <b>Recommendations</b>  We recommend that you use agent-based discovery for non-VMware environments, and whenever you want to collect information about network dependencies. You can run agent-based and agentless discovery simultaneously. Use agentless discovery to complete the initial infrastructure assessment quickly, and then install agents on select hosts to collect additional information.  <b>Working With This Guide</b>  This API reference provides descriptions, syntax, and usage examples for each of the actions and data types for Application Discovery Service. The topic for each action shows the API request parameters and the response. Alternatively, you can use one of the AWS SDKs to access an API that is tailored to the programming language or platform that you're using. For more information, see <a href=""http://aws.amazon.com/tools/#SDKs"">AWS SDKs. <note>   Remember that you must set your Migration Hub home region before you call any of these APIs.   You must make API calls for write actions (create, notify, associate, disassociate, import, or put) while in your home region, or a <code>HomeRegionNotSetException</code> error is returned.   API calls for read actions (list, describe, stop, and delete) are permitted outside of your home region.   Although it is unlikely, the Migration Hub home region could change. If you call APIs outside the home region, an <code>InvalidInputException</code> is returned.   You must call <code>GetHomeRegion</code> to obtain the latest Migration Hub home region.   </note> This guide is intended for use with the <a href=""http://docs.aws.amazon.com/application-discovery/latest/userguide/"">AWS Application Discovery Service User Guide. <important> All data is handled according to the <a href=""http://aws.amazon.com/privacy/"">AWS Privacy Policy. You can operate Application Discovery Service offline to inspect collected data before it is shared with the service. </important>",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/discovery-2015-11-01.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/discovery/2015-11-01/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/discovery/2015-11-01/openapi.yaml,345286,/amazonaws.com/discovery/2015-11-01/openapi.json
345141,1password.local:connect,1Password Connect,REST API interface for 1Password Connect.,security,https://api.apis.guru/v2/cache/logo/https_upload.wikimedia.org_wikipedia_commons_thumb_e_e3_1password-logo.svg_1280px-1password-logo.svg.png,https_upload.wikimedia.org_wikipedia_commons_thumb_e_e3_1password-logo.svg_1280px-1password-logo.svg.png,openapi,https://i.1password.com/media/1password-connect/1password-connect-api.yaml,https://api.apis.guru/v2/specs/1password.local/connect/1.3.0/openapi.yaml,https://api.apis.guru/v2/specs/1password.local/connect/1.3.0/openapi.yaml,345287,/1password.local/connect/1.3.0/openapi.json
345142,amazonaws.com:ds,AWS Directory Service," Directory Service is a web service that makes it easy for you to setup and run directories in the Amazon Web Services cloud, or connect your Amazon Web Services resources with an existing self-managed Microsoft Active Directory. This guide provides detailed information about Directory Service operations, data types, parameters, and errors. For information about Directory Services features, see <a href=""https://aws.amazon.com/directoryservice/"">Directory Service and the <a href=""http://docs.aws.amazon.com/directoryservice/latest/admin-guide/what_is.html"">Directory Service Administration Guide. <note> Amazon Web Services provides SDKs that consist of libraries and sample code for various programming languages and platforms (Java, Ruby, .Net, iOS, Android, etc.). The SDKs provide a convenient way to create programmatic access to Directory Service and other Amazon Web Services services. For more information about the Amazon Web Services SDKs, including how to download and install them, see <a href=""http://aws.amazon.com/tools/"">Tools for Amazon Web Services. </note>",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/ds-2015-04-16.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/ds/2015-04-16/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/ds/2015-04-16/openapi.yaml,345288,/amazonaws.com/ds/2015-04-16/openapi.json
345143,amazonaws.com:clouddirectory,Amazon CloudDirectory," Amazon Cloud Directory is a component of the AWS Directory Service that simplifies the development and management of cloud-scale web, mobile, and IoT applications. This guide describes the Cloud Directory operations that you can call programmatically and includes detailed information on data types and errors. For information about Cloud Directory features, see <a href=""https://aws.amazon.com/directoryservice/"">AWS Directory Service and the <a href=""https://docs.aws.amazon.com/clouddirectory/latest/developerguide/what_is_cloud_directory.html"">Amazon Cloud Directory Developer Guide.",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/clouddirectory-2017-01-11.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/clouddirectory/2017-01-11/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/clouddirectory/2017-01-11/openapi.yaml,345289,/amazonaws.com/clouddirectory/2017-01-11/openapi.json
345144,amazonaws.com:datasync,AWS DataSync, DataSync is a managed data transfer service that makes it simpler for you to automate moving data between on-premises storage and Amazon Simple Storage Service (Amazon S3) or Amazon Elastic File System (Amazon EFS).  This API interface reference for DataSync contains documentation for a programming interface that you can use to manage DataSync.,cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/datasync-2018-11-09.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/datasync/2018-11-09/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/datasync/2018-11-09/openapi.yaml,345290,/amazonaws.com/datasync/2018-11-09/openapi.json
345145,amazonaws.com:docdb,Amazon DocumentDB with MongoDB compatibility,Amazon DocumentDB API documentation,cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/docdb-2014-10-31.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/docdb/2014-10-31/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/docdb/2014-10-31/openapi.yaml,345291,/amazonaws.com/docdb/2014-10-31/openapi.json
345146,adobe.com:aem,Adobe Experience Manager (AEM) API,Swagger AEM is an OpenAPI specification for Adobe Experience Manager (AEM) API,marketing,https://api.apis.guru/v2/cache/logo/https_twitter.com_Adobe_profile_image.jpeg,https_twitter.com_Adobe_profile_image.jpeg,openapi,https://raw.githubusercontent.com/shinesolutions/swagger-aem/master/conf/api.yml,https://api.apis.guru/v2/specs/adobe.com/aem/3.5.0-pre.0/openapi.yaml,https://api.apis.guru/v2/specs/adobe.com/aem/3.5.0-pre.0/openapi.yaml,345292,/adobe.com/aem/3.5.0-pre.0/openapi.json
345147,amazonaws.com:autoscaling,Auto Scaling," Amazon EC2 Auto Scaling is designed to automatically launch or terminate EC2 instances based on user-defined scaling policies, scheduled actions, and health checks. For more information about Amazon EC2 Auto Scaling, see the <a href=""https://docs.aws.amazon.com/autoscaling/ec2/userguide/what-is-amazon-ec2-auto-scaling.html"">Amazon EC2 Auto Scaling User Guide. For information about granting IAM users required permissions for calls to Amazon EC2 Auto Scaling, see <a href=""https://docs.aws.amazon.com/autoscaling/ec2/APIReference/ec2-auto-scaling-api-permissions.html"">Granting IAM users required permissions for Amazon EC2 Auto Scaling resources in the <i>Amazon EC2 Auto Scaling API Reference</i>.",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/autoscaling-2011-01-01.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/autoscaling/2011-01-01/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/autoscaling/2011-01-01/openapi.yaml,345293,/amazonaws.com/autoscaling/2011-01-01/openapi.json
345148,amazonaws.com:dataexchange,AWS Data Exchange,"AWS Data Exchange is a service that makes it easy for AWS customers to exchange data in the cloud. You can use the AWS Data Exchange APIs to create, update, manage, and access file-based data set in the AWS Cloud.As a subscriber, you can view and access the data sets that you have an entitlement to through a subscription. You can use the APIS to download or copy your entitled data sets to Amazon S3 for use across a variety of AWS analytics and machine learning services.As a provider, you can create and manage your data sets that you would like to publish to a product. Being able to package and provide your data sets into products requires a few steps to determine eligibility. For more information, visit the AWS Data Exchange User Guide.A data set is a collection of data that can be changed or updated over time. Data sets can be updated using revisions, which represent a new version or incremental change to a data set.  A revision contains one or more assets. An asset in AWS Data Exchange is a piece of data that can be stored as an Amazon S3 object. The asset can be a structured data file, an image file, or some other data file. Jobs are asynchronous import or export operations used to create or copy assets.",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/dataexchange-2017-07-25.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/dataexchange/2017-07-25/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/dataexchange/2017-07-25/openapi.yaml,345294,/amazonaws.com/dataexchange/2017-07-25/openapi.json
345149,amazonaws.com:appmesh,AWS App Mesh,"App Mesh is a service mesh based on the Envoy proxy that makes it easy to monitor and control microservices. App Mesh standardizes how your microservices communicate, giving you end-to-end visibility and helping to ensure high availability for your applications. App Mesh gives you consistent visibility and network traffic controls for every microservice in an application. You can use App Mesh with Amazon Web Services Fargate, Amazon ECS, Amazon EKS, Kubernetes on Amazon Web Services, and Amazon EC2. <note> App Mesh supports microservice applications that use service discovery naming for their components. For more information about service discovery on Amazon ECS, see <a href=""https://docs.aws.amazon.com/AmazonECS/latest/developerguide/service-discovery.html"">Service Discovery in the <i>Amazon Elastic Container Service Developer Guide</i>. Kubernetes <code>kube-dns</code> and <code>coredns</code> are supported. For more information, see <a href=""https://kubernetes.io/docs/concepts/services-networking/dns-pod-service/"">DNS for Services and Pods in the Kubernetes documentation. </note>",cloud,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,https_twitter.com_awscloud_profile_image.png,,https://raw.githubusercontent.com/aws/aws-sdk-js/master/apis/appmesh-2019-01-25.normal.json,https://api.apis.guru/v2/specs/amazonaws.com/appmesh/2019-01-25/openapi.yaml,https://api.apis.guru/v2/specs/amazonaws.com/appmesh/2019-01-25/openapi.yaml,345295,/amazonaws.com/appmesh/2019-01-25/openapi.json
